StAX processor created successfully
Starting file processing
Editors:
Новая ПС Академическая - 1
почта 633343 - 1
мой дом - 1
2-я Ключевая улица - 1
в Новосибирск - 1
Гриль - 1
Версаль - 1
Куликовское - 1
КЭЧ - 1
М�?Ф - 1
Ясногорская ул. - 1
каскад - 1
тропинка академика А. П. Ершова - 1
Прожекторная улица - 1
Гостиница "Элегия" с. Хабары - 1
1-я Механическая улица - 1
БарINternational - 1
Управление энергетики и водоснабжения - 1
Jaguar - 1
Fleur de Sante - 1
АЗС Азов - 1
Бердчанка - 1
Лось - 1
Sprandi - 1
Мошковская ЦРБ - 1
Пайвиха - 1
Таёжный переулок - 1
Детский центр «Досуг» - 1
Аллакский сельсовет - 1
2-я Ракитная улица - 1
Аванта - 1
Речник - 1
3-я Садовая улица - 1
Автомобилист - 1
Urban - 1
Номос-Банк-Сибирь - 1
Общежитие НКТ - 1
Олеся - 1
Куликовское — Пенек - 1
<== Смолнский - Каменка ==> - 1
Медвежья Грива - 1
Сибоил - 1
ЖК Радужный каскад - 1
улица Трудовая - 1
хозблок - 1
Детский сад №485 "Дельфинчик" - 1
Церковь во имя Святого Благоверного Александра Невского - 1
Лебяжье-Асановское сельское поселение - 1
Подстанция «Орловка» - 1
Агат - 1
Промышленная — Ваганово - 1
Магазин Шанс - 1
Проточная улица - 1
21 км а/д «Н-1004» — Нестеровка - 1
Борцово - 1
С-20 (ПС «Вороново» - ПС «Чилино») - 1
Пролетарская - 1
Кристалл - 1
Многофункциональный Центр предоставления государственных и муниципальных услуг - 1
Пелмен - 1
Новосибирский мелькомбинат №1 - 1
Норинга - 1
Фиалковая улица - 1
Разрушенное - 1
Ушково - 1
Полойка - 1
Хабарская поликлиника - 1
Новодубровское - 1
улица Сусанина - 1
ЦТП №17 - 1
недострой - 1
Бизнес центр "Кларус" - 1
Ленинский ЗАГС - 1
дорога на Мартовку - 1
Лимпопо - 1
TP4086 - 1
Контора ГУП ЖКХ - 1
улица 1А-й квартал - 1
Бугринский - 1
Подстанция «Нива» - 1
TP4081 - 1
Газпромнефть АЗС №69 - 1
оз. Митрохино - 1
Детский сад Дельфин - 1
подъезд к Бору - 1
АООТ ПМК "Черепановская" - 1
Гурьевский район - 1
Бердюшиха - 1
оз. Полуденное - 1
центр занятости населения - 1
Ковалёво — Львовка - 1
Восторг - 1
Дворец культуры Юность - 1
Кокуй - 1
Кино-концертный зал - 1
Яхт-клуб Водник - 1
ГУДО ДЮСК ФП Олимпиец - 1
Научная зона - 1
Тогучинская ЦРБ (хирургический корпус) - 1
ГСК "Башня" - 1
улица 7-й квартал - 1
407 км - 1
территория дома 69/2 - 1
Гусинобродское кладбище - 1
Пулемётная улица - 1
улица Железняка - 1
Киви - 1
Херсонская улица - 1
Школа № 103 - 1
Ендокова - 1
3-й квартал - 1
Шмаково - 1
Залив Орда - 1
оз.Мал.Балман - 1
Бассейн "Гранит" - 1
Орловское - 1
Торты Наслаждение - 1
Ветклиника "Друг" - 1
Отделение связи №633340 - 1
Верхняя Агафониха - 1
Новая баржа - 1
�?справительная колония №3 - 1
Поперечные Тайлы - 1
Коралловая улица - 1
улица Гребенщикова - 1
�?справительная колония №8 - 1
Пограничное озеро - 1
Вольная улица - 1
Микрорайон Фламинго - 1
улица Медкадры - 1
бол. Прудовое - 1
ТЦ «Микрон» - 1
Малоирменка - 1
урочище Веселая Грива - 1
Медвежий остров - 1
Островок - 1
ТД Скала - 1
ОАО "Консервщик" - 1
улица Коротеева - 1
2-й Таганрогский переулок - 1
СТ Дружба-2 - 1
Бердская Типография - 1
Верх-Падунский — Катково - 1
Троллейбус 2 - 1
Памятник Воинам-освободителям - 1
Троллейбус 5 - 1
Раффайзен банк - 1
Троллейбус 7 - 1
Микрорайон Центральный - 1
Кофе-Терра - 1
Береговое - 1
Долговушка 2-я - 1
Автомасла - 1
СельПО - 1
улица Огинского - 1
Тянь-Шаньская улица - 1
Водобачная улица - 1
Юрга 2-я - 1
Лаборатория - 1
�?нститутский переулок - 1
Детский сад №164, Золотой Петушок - 1
Правобережная - 1
Магистральная ул. - 1
оз. Алферово - 1
Карапуз - 1
Научная библиотека НГТУ - 1
собачий приют - 1
Лыжная трасса 10 км - 1
Зеленая - 1
В. П. Чкалов - 1
Умревинская улица - 1
Поликлиника №16 - 1
Дополнительный офис «Центральный» - 1
1-й переулок Шевцовой - 1
Вахрушево - 1
Поликлиника №19 - 1
тропинка академика Д. К. Беляева - 1
TP4013 - 1
Adidas - 1
СНТ «Металлург» - 1
5-я Рабочая улица - 1
Квадро СТО - 1
санаторий Краснозерский - 1
Хиругический корпус 34МКБ - 1
Детский лагерь "Берёзка" - 1
Озеро сор - 1
